Filename: D:\_RESEARCH\_datasets\GudalurSTD\Data_in_brief_dataset\DATA\AIRBORNE\AVNG_PROCESSED\AVNG_REFL
ROI: Region #1 [Green] 4 points

Basic Stats	  Min	  Max	       Mean	     Stdev
           	 2584	      0	      3	  0.0000	 75.0000
           	 2587	      0	      3	  0.0000	 75.0000
           	 2590	      0	      3	  0.0000	 75.0000
           	 2593	      0	      3	  0.0000	 75.0000
           	 2596	      0	      3	  0.0000	 75.0000
           	 2599	      0	      3	  0.0000	 75.0000
           	 2602	      0	      3	  0.0000	 75.0000
           	 2605	      0	      3	  0.0000	 75.0000
           	 2608	      0	      3	  0.0000	 75.0000
           	 2611	      1	      4	 25.0000	100.0000

Histogram  	   DN	   Npts	  Total	 Percent	 Acc Pct
Band 36    	 2172	      1	      1	 25.0000	 25.0000
Bin=3      	 2175	      0	      1	  0.0000	 25.0000
           	 2178	      0	      1	  0.0000	 25.0000
           	 2181	      0	      1	  0.0000	 25.0000
           	 2184	      0	      1	  0.0000	 25.0000
           	 2187	      0	      1	  0.0000	 25.0000
           	 2190	      0	      1	  0.0000	 25.0000
           	 2193	      0	      1	  0.0000	 25.0000
           	 2196	      0	      1	  0.0000	 25.0000
           	 2199	      0	      1	  0.0000	 25.0000
           	 2202	      0	      1	  0.0000	 25.0000
           	 2205	      0	      1	  0.0000	 25.0000
           	 2208	      0	      1	  0.0000	 25.0000
           	 2211	      0	      1	  0.0000	 25.0000
           	 2214	      0	      1	  0.0000	 25.0000
           	 2217	      0	      1	  0.0000	 25.0000
           	 2220	      0	      1	  0.0000	 25.0000
           	 2223	      0	      1	  0.0000	 25.0000
           	 2226	      0	      1	  0.0000	 25.0000
           	 2229	      0	      1	  0.0000	 25.0000
           	 2232	      0	      1	  0.0000	 25.0000
           	 2235	      0	      1	  0.0000	 25.0000
           	 2238	      0	      1	  0.0000	 25.0000
           	 2241	      0	      1	  0.0000	 25.0000
           	 2244	      0	      1	  0.0000	 25.0000
           	 2247	      0	      1	  0.0000	 25.0000
           	 2250	      0	      1	  0.0000	 25.0000
           	 2253	      0	      1	  0.0000	 25.0000
           	 2256	      0	      1	  0.0000	 25.0000
           	 2259	      0	      1	  0.0000	 25.0000
           	 2262	      0	      1	  0.0000	 25.0000
           	 2265	      0	      1	  0.0000	 25.0000
           	 2268	      0	      1	  0.0000	 25.0000
           	 2271	      0	      1	  0.0000	 25.0000
           	 2274	      0	      1	  0.0000	 25.0000
           	 2277	      0	      1	  0.0000	 25.0000
           	 2280	      0	      1	  0.0000	 25.0000
           	 2283	      0	      1	  0.0000	 25.0000
           	 2286	      0	      1	  0.0000	 25.0000
           	 2289	      0	      1	  0.0000	 25.0000
           	 2292	      0	      1	  0.0000	 25.0000
           	 2295	      0	      1	  0.0000	 25.0000
           	 2298	      0	      1	  0.0000	 25.0000
           	 2301	      0	      1	  0.0000	 25.0000
           	 2304	      0	      1	  0.0000	 25.0000
           	 2307	      0	      1	  0.0000	 25.0000
           	 2310	      0	      1	  0.0000	 25.0000
           	 2313	      0	      1	  0.0000	 25.0000
           	 2316	      0	      1	  0.0000	 25.0000
           	 2319	      0	      1	  0.0000	 25.0000
           	 2322	      0	      1	  0.0000	 25.0000
           	 2325	      0	      1	  0.0000	 25.0000
           	 2328	      0	      1	  0.0000	 25.0000
           	 2331	      0	      1	  0.0000	 25.0000
           	 2334	      0	      1	  0.0000	 25.0000
           	 2337	      0	      1	  0.0000	 25.0000
           	 2340	      0	      1	  0.0000	 25.0000
           	 2343	      0	      1	  0.0000	 25.0000
           	 2346	      0	      1	  0.0000	 25.0000
           	 2349	      0	      1	  0.0000	 25.0000
           	 2352	      0	      1	  0.0000	 25.0000
           	 2355	      0	      1	  0.0000	 25.0000
           	 2358	      0	      1	  0.0000	 25.0000
           	 2361	      0	      1	  0.0000	 25.0000
           	 2364	      0	      1	  0.0000	 25.0000
           	 2367	      0	      1	  0.0000	 25.0000
           	 2370	      0	      1	  0.0000	 25.0000
           	 2373	      0	      1	  0.0000	 25.0000
           	 2376	      0	      1	  0.0000	 25.0000
           	 2379	      0	      1	  0.0000	 25.0000
           	 2382	      0	      1	  0.0000	 25.0000
           	 2385	      0	      1	  0.0000	 25.0000
           	 2388	      0	      1	  0.0000	 25.0000
           	 2391	      0	      1	  0.0000	 25.0000
           	 2394	      0	      1	  0.0000	 25.0000
           	 2397	      0	      1	  0.0000	 25.0000
           	 2400	      0	      1	  0.0000	 25.0000
           	 2403	      0	      1	  0.0000	 25.0000
           	 2406	      0	      1	  0.0000	 25.0000
           	 2409	      0	      1	  0.0000	 25.0000
           	 2412	      0	      1	  0.0000	 25.0000
           	 2415	      0	      1	  0.0000	 25.0000
           	 2418	      0	      1	  0.0000	 25.0000
           	 2421	      0	      1	  0.0000	 25.0000
           	 2424	      0	      1	  0.0000	 25.0000
           	 2427	      0	      1	  0.0000	 25.0000
           	 2430	      0	      1	  0.0000	 25.0000
           	 2433	      0	      1	  0.0000	 25.0000
           	 2436	      0	      1	  0.0000	 25.0000
           	 2439	      0	      1	  0.0000	 25.0000
           	 2442	      0	      1	  0.0000	 25.0000
           	 2445	      0	      1	  0.0000	 25.0000
           	 2448	      0	      1	  0.0000	 25.0000
           	 2451	      0	      1	  0.0000	 25.0000
           	 2454	      1	      2	 25.0000	 50.0000
           	 2457	      0	      2	  0.0000	 50.0000
           	 2460	      0	      2	  0.0000	 50.0000
           	 2463	      0	      2	  0.0000	 50.0000
           	 2466	      0	      2	  0.0000	 50.0000
           	 2469	      0	      2	  0.0000	 50.0000
           	 2472	      0	      2	  0.0000	 50.0000
           	 2475	      0	      2	  0.0000	 50.0000
           	 2478	      0	      2	  0.0000	 50.0000
           	 2481	      0	      2	  0.0000	 50.0000
           	 2484	      0	      2	  0.0000	 50.0000
           	 2487	      0	      2	  0.0000	 50.0000
           	 2490	      0	      2	  0.0000	 50.0000
           	 2493	      0	      2	  0.0000	 50.0000
           	 2496	      0	      2	  0.0000	 50.0000
           	 2499	      0	      2	  0.0000	 50.0000
           	 2502	      0	      2	  0.0000	 50.0000
           	 2505	      0	      2	  0.0000	 50.0000
           	 2508	      0	      2	  0.0000	 50.0000
           	 2511	      0	      2	  0.0000	 50.0000
           	 2514	      0	      2	  0.0000	 50.0000
           	 2517	      1	      3	 25.0000	 75.0000
           	 2520	      0	      3	  0.0000	 75.0000
           	 2523	      0	      3	  0.0000	 75.0000
           	 2526	      0	      3	  0.0000	 75.0000
           	 2529	      0	      3	  0.0000	 75.0000
           	 2532	      0	      3	  0.0000	 75.0000
           	 2535	      0	      3	  0.0000	 75.0000
           	 2538	      0	      3	  0.0000	 75.0000
           	 2541	      0	      3	  0.0000	 75.0000
           	 2544	      0	      3	  0.0000	 75.0000
           	 2547	      0	      3	  0.0000	 75.0000
           	 2550	      0	      3	  0.0000	 75.0000
           	 2553	      0	      3	  0.0000	 75.0000
           	 2556	      0	      3	  0.0000	 75.0000
           	 2559	      0	      3	  0.0000	 75.0000
           	 2562	      0	      3	  0.0000	 75.0000
           	 2565	      0	      3	  0.0000	 75.0000
           	 2568	      0	      3	  0.0000	 75.0000
           	 2571	      0	      3	  0.0000	 75.0000
           	 2574	      0	      3	  0.0000	 75.0000
           	 2577	      0	      3	  0.0000	 75.0000
           	 2580	      0	      3	  0.0000	 75.0000
           	 2583	      0	      3	  0.0000	 75.0000
           	 2586	      0	      3	  0.0000	 75.0000
           	 2589	      0	      3	  0.0000	 75.0000
           	 2592	      0	      3	  0.0000	 75.0000
           	 2595	      0	      3	  0.0000	 75.0000
           	 2598	      0	      3	  0.0000	 75.0000
           	 2601	      0	      3	  0.0000	 75.0000
           	 2604	      0	      3	  0.0000	 75.0000
           	 2607	      0	      3	  0.0000	 75.0000
           	 2610	      0	      3	  0.0000	 75.0000
           	 2613	      0	      3	  0.0000	 75.0000
           	 2616	      0	      3	  0.0000	 75.0000
           	 2619	      0	      3	  0.0000	 75.0000
           	 2622	      0	      3	  0.0000	 75.0000
           	 2625	      0	      3	  0.0000	 75.0000
           	 2628	      0	      3	  0.0000	 75.0000
           	 2631	      0	      3	  0.0000	 75.0000
           	 2634	      0	      3	  0.0000	 75.0000
           	 2637	      0	      3	  0.0000	 75.0000
           	 2640	      0	      3	  0.0000	 75.0000
           	 2643	      0	      3	  0.0000	 75.0000
           	 2646	      0	      3	  0.0000	 75.0000
           	 2649	      0	      3	  0.0000	 75.0000
           	 2652	      0	      3	  0.0000	 75.0000
           	 2655	      0	      3	  0.0000	 75.0000
           	 2658	      0	      3	  0.0000	 75.0000
           	 2661	      0	      3	  0.0000	 75.0000
           	 2664	      0	      3	  0.0000	 75.0000
           	 2667	      0	      3	  0.0000	 75.0000
           	 2670	      0	      3	  0.0000	 75.0000
           	 2673	      0	      3	  0.0000	 75.0000
           	 2676	      0	      3	  0.0000	 75.0000
           	 2679	      0	      3	  0.0000	 75.0000
           	 2682	      0	      3	  0.0000	 75.0000
           	 2685	      0	      3	  0.0000	 75.0000
           	 2688	      0	      3	  0.0000	 75.0000
           	 2691	      0	      3	  0.0000	 75.0000
           	 2694	      0	      3	  0.0000	 75.0000
           	 2697	      0	      3	  0.0000	 75.0000
           	 2700	      0	      3	  0.0000	 75.0000
           	 2703	      0	      3	  0.0000	 75.0000
           	 2706	      0	      3	  0.0000	 75.0000
           	 2709	      0	      3	  0.0000	 75.0000
           	 2712	      0	      3	  0.0000	 75.0000
           	 2715	      0	      3	  0.0000	 75.0000
           	 2718	      0	      3	  0.0000	 75.0000
           	 2721	      0	      3	  0.0000	 75.0000
           	 2724	      0	      3	  0.0000	 75.0000
           	 2727	      0	      3	  0.0000	 75.0000
           	 2730	      1	      4	 25.0000	100.0000

Histogram  	   DN	   Npts	  Total	 Percent	 Acc Pct
Band 37    	 2276	      1	      1	 25.0000	 25.0000
Bin=3      	 2279	      0	      1	  0.0000	 25.0000
           	 2282	      0	      1	  0.0000	 25.0000
           	 2285	      0	      1	  0.0000	 25.0000
           	 2288	      0	      1	  0.0000	 25.0000
           	 2291	      0	      1	  0.0000	 25.0000
           	 2294	      0	      1	  0.0000	 25.0000
           	 2297	      0	      1	  0.0000	 25.0000
           	 2300	      0	      1	  0.0000	 25.0000
           	 2303	      0	      1	  0.0000	 25.0000
           	 2306	      0	      1	  0.0000	 25.0000
           	 2309	      0	      1	  0.0000	 25.0000
           	 2312	      0	      1	  0.0000	 25.0000
           	 2315	      0	      1	  0.0000	 25.0000
           	 2318	      0	      1	  0.0000	 25.0000
           	 2321	      0	      1	  0.0000	 25.0000
           	 2324	      0	      1	  0.0000	 25.0000
           	 2327	      0	      1	  0.0000	 25.0000
           	 2330	      0	      1	  0.0000	 25.0000
           	 2333	      0	      1	  0.0000	 25.0000
           	 2336	      0	      1	  0.0000	 25.0000
           	 2339	      0	      1	  0.0000	 25.0000
           	 2342	      0	      1	  0.0000	 25.0000
           	 2345	      0	      1	  0.0000	 25.0000
           	 2348	      0	      1	  0.0000	 25.0000
           	 2351	      0	      1	  0.0000	 25.0000
           	 2354	      0	      1	  0.0000	 25.0000
           	 2357	      0	      1	  0.0000	 25.0000
           	 2360	      0	      1	  0.0000	 25.0000
           	 2363	      0	      1	  0.0000	 25.0000
           	 2366	      0	      1	  0.0000	 25.0000
           	 2369	      0	      1	  0.0000	 25.0000
           	 2372	      0	      1	  0.0000	 25.0000
           	 2375	      0	      1	  0.0000	 25.0000
           	 2378	      0	      1	  0.0000	 25.0000
           	 2381	      0	      1	  0.0000	 25.0000
           	 2384	      0	      1	  0.0000	 25.0000
           	 2387	      0	      1	  0.0000	 25.0000
           	 2390	      0	      1	  0.0000	 25.0000
           	 2393	      0	      1	  0.0000	 25.0000
           	 2396	      0	      1	  0.0000	 25.0000
           	 2399	      0	      1	  0.0000	 25.0000
           	 2402	      0	      1	  0.0000	 25.0000
           	 2405	      0	      1	  0.0000	 25.0000
           	 2408	      0	      1	  0.0000	 25.0000
           	 2411	      0	      1	  0.0000	 25.0000
           	 2414	      0	      1	  0.0000	 25.0000
           	 2417	      0	      1	  0.0000	 25.0000
           	 2420	      0	      1	  0.0000	 25.0000
           	 2423	      0	      1	  0.0000	 25.0000
           	 2426	      0	      1	  0.0000	 25.0000
           	 2429	      0	      1	  0.0000	 25.0000
           	 2432	      0	      1	  0.0000	 25.0000
           	 2435	      0	      1	  0.0000	 25.0000
           	 2438	      0	      1	  0.0000	 25.0000
           	 2441	      0	      1	  0.0000	 25.0000
           	 2444	      0	      1	  0.0000	 25.0000
           	 2447	      0	      1	  0.0000	 25.0000
           	 2450	      0	      1	  0.0000	 25.0000
           	 2453	      0	      1	  0.0000	 25.0000
           	 2456	      0	      1	  0.0000	 25.0000
           	 2459	      0	      1	  0.0000	 25.0000
           	 2462	      0	      1	  0.0000	 25.0000
           	 2465	      0	      1	  0.0000	 25.0000
           	 2468	      0	      1	  0.0000	 25.0000
           	 2471	      0	      1	  0.0000	 25.0000
           	 2474	      0	      1	  0.0000	 25.0000
           	 2477	      0	      1	  0.0000	 25.0000
           	 2480	      0	      1	  0.0000	 25.0000
           	 2483	      0	      1	  0.0000	 25.0000
           	 2486	      0	      1	  0.0000	 25.0000
           	 2489	      0	      1	  0.0000	 25.0000
           	 2492	      0	      1	  0.0000	 25.0000
           	 2495	      0	      1	  0.0000	 25.0000
           	 2498	      0	      1	  0.0000	 25.0000
           	 2501	      0	      1	  0.0000	 25.0000
           	 2504	      0	      1	  0.0000	 25.0000
           	 2507	      0	      1	  0.0000	 25.0000
           	 2510	      0	      1	  0.0000	 25.0000
           	 2513	      0	      1	  0.0000	 25.0000
           	 2516	      0	      1	  0.0000	 25.0000
           	 2519	      0	      1	  0.0000	 25.0000
           	 2522	      0	      1	  0.0000	 25.0000
           	 2525	      0	      1	  0.0000	 25.0000
           	 2528	      0	      1	  0.0000	 25.0000
           	 2531	      0	      1	  0.0000	 25.0000
           	 2534	      0	      1	  0.0000	 25.0000
           	 2537	      0	      1	  0.0000	 25.0000
           	 2540	      0	      1	  0.0000	 25.0000
           	 2543	      0	      1	  0.0000	 25.0000
           	 2546	      0	      1	  0.0000	 25.0000
           	 2549	      0	      1	  0.0000	 25.0000
           	 2552	      0	      1	  0.0000	 25.0000
           	 2555	      0	      1	  0.0000	 25.0000
           	 2558	      0	      1	  0.0000	 25.0000
           	 2561	      1	      2	 25.0000	 50.0000
           	 2564	      0	      2	  0.0000	 50.0000
           	 2567	      0	      2	  0.0000	 50.0000
           	 2570	      0	      2	  0.0000	 50.0000
           	 2573	      0	      2	  0.0000	 50.0000
           	 2576	      0	      2	  0.0000	 50.0000
           	 2579	      0	      2	  0.0000	 50.0000
           	 2582	      0	      2	  0.0000	 50.0000
           	 2585	      0	      2	  0.0000	 50.0000
           	 2588	      0	      2	  0.0000	 50.0000
           	 2591	      0	      2	  0.0000	 50.0000
           	 2594	      0	      2	  0.0000	 50.0000
           	 2597	      0	      2	  0.0000	 50.0000
           	 2600	      0	      2	  0.0000	 50.0000
           	 2603	      0	      2	  0.0000	 50.0000
           	 2606	      0	      2	  0.0000	 50.0000
           	 2609	      0	      2	  0.0000	 50.0000
           	 2612	      0	      2	  0.0000	 50.0000
           	 2615	      0	      2	  0.0000	 50.0000
           	 2618	      0	      2	  0.0000	 50.0000
           	 2621	      0	      2	  0.0000	 50.0000
           	 2624	      0	      2	  0.0000	 50.0000
           	 2627	      0	      2	  0.0000	 50.0000
           	 2630	      0	      2	  0.0000	 50.0000
           	 2633	      0	      2	  0.0000	 50.0000
           	 2636	      0	      2	  0.0000	 50.0000
           	 2639	      1	      3	 25.0000	 75.0000
           	 2642	      0	      3	  0.0000	 75.0000
           	 2645	      0	      3	  0.0000	 75.0000
           	 2648	      0	      3	  0.0000	 75.0000
           	 2651	      0	      3	  0.0000	 75.0000
           	 2654	      0	      3	  0.0000	 75.0000
           	 2657	      0	      3	  0.0000	 75.0000
           	 2660	      0	      3	  0.0000	 75.0000
           	 2663	      0	      3	  0.0000	 75.0000
           	 2666	      0	      3	  0.0000	 75.0000
           	 2669	      0	      3	  0.0000	 75.0000
           	 2672	      0	      3	  0.0000	 75.0000
           	 2675	      0	      3	  0.0000	 75.0000
           	 2678	      0	      3	  0.0000	 75.0000
           	 2681	      0	      3	  0.0000	 75.0000
           	 2684	      0	      3	  0.0000	 75.0000
           	 2687	      0	      3	  0.0000	 75.0000
           	 2690	      0	      3	  0.0000	 75.0000
           	 2693	      0	      3	  0.0000	 75.0000
           	 2696	      0	      3	  0.0000	 75.0000
           	 2699	      0	      3	  0.0000	 75.0000
           	 2702	      0	      3	  0.0000	 75.0000
           	 2705	      0	      3	  0.0000	 75.0000
           	 2708	      0	      3	  0.0000	 75.0000
           	 2711	      0	      3	  0.0000	 75.0000
           	 2714	      0	      3	  0.0000	 75.0000
           	 2717	      0	      3	  0.0000	 75.0000
           	 2720	      0	      3	  0.0000	 75.0000
           	 2723	      0	      3	  0.0000	 75.0000
           	 2726	      0	      3	  0.0000	 75.0000
           	 2729	      0	      3	  0.0000	 75.0000
           	 2732	      0	      3	  0.0000	 75.0000
           	 2735	      0	      3	  0.0000	 75.0000
           	 2738	      0	      3	  0.0000	 75.0000
           	 2741	      0	      3	  0.0000	 75.0000
           	 2744	      0	      3	  0.0000	 75.0000
           	 2747	      0	      3	  0.0000	 75.0000
           	 2750	      0	      3	  0.0000	 75.0000
           	 2753	      0	      3	  0.0000	 75.0000
           	 2756	      0	      3	  0.0000	 75.0000
           	 2759	      0	      3	  0.0000	 75.0000
           	 2762	      0	      3	  0.0000	 75.0000
           	 2765	      0	      3	  0.0000	 75.0000
           	 2768	      0	      3	  0.0000	 75.0000
           	 2771	      0	      3	  0.0000	 75.0000
           	 2774	      0	      3	  0.0000	 75.0000
           	 2777	      0	      3	  0.0000	 75.0000
           	 2780	      0	      3	  0.0000	 75.0000
           	 2783	      0	      3	  0.0000	 75.0000
           	 2786	      0	      3	  0.0000	 75.0000
           	 2789	      0	      3	  0.0000	 75.0000
           	 2792	      0	      3	  0.0000	 75.0000
           	 2795	      0	      3	  0.0000	 75.0000
           	 2798	      0	      3	  0.0000	 75.0000
           	 2801	      0	      3	  0.0000	 75.0000
           	 2804	      0	      3	  0.0000	 75.0000
           	 2807	      0	      3	  0.0000	 75.0000
           	 2810	      0	      3	  0.0000	 75.0000
           	 2813	      0	      3	  0.0000	 75.0000
           	 2816	      0	      3	  0.0000	 75.0000
           	 2819	      0	      3	  0.0000	 75.0000
           	 2822	      0	      3	  0.0000	 75.0000
           	 2825	      0	      3	  0.0000	 75.0000
           	 2828	      0	      3	  0.0000	 75.0000
           	 2831	      0	      3	  0.0000	 75.0000
           	 2834	      0	      3	  0.0000	 75.0000
           	 2837	      0	      3	  0.0000	 75.0000
           	 2840	      0	      3	  0.0000	 75.0000
           	 2843	      0	      3	  0.0000	 75.0000
           	 2846	      1	      4	 25.0000	100.0000

Histogram  	   DN	   Npts	  Total	 Percent	 Acc Pct
Band 38    	 2383	      1	      1	 25.0000	 25.0000
Bin=3      	 2386	      0	      1	  0.0000	 25.0000
           	 2389	      0	      1	  0.0000	 25.0000
           	 2392	      0	      1	  0.0000	 25.0000
           	 2395	      0	      1	  0.0000	 25.0000
           	 2398	      0	      1	  0.0000	 25.0000
           	 2401	      0	      1	  0.0000	 25.0000
           	 2404	      0	      1	  0.0000	 25.0000
           	 2407	      0	      1	  0.0000	 25.0000
           	 2410	      0	      1	  0.0000	 25.0000
           	 2413	      0	      1	  0.0000	 25.0000
           	 2416	      0	      1	  0.0000	 25.0000
           	 2419	      0	      1	  0.0000	 25.0000
           	 2422	      0	      1	  0.0000	 25.0000
           	 2425	      0	      1	  0.0000	 25.0000
           	 2428	      0	      1	  0.0000	 25.0000
           	 2431	      0	      1	  0.0000	 25.0000
           	 2434	      0	      1	  0.0000	 25.0000
           	 2437	      0	      1	  0.0000	 25.0000
           	 2440	      0	      1	  0.0000	 25.0000
           	 2443	      0	      1	  0.0000	 25.0000
           	 2446	      0	      1	  0.0000	 25.0000
           	 2449	      0	      1	  0.0000	 25.0000
           	 2452	      0	      1	  0.0000	 25.0000
           	 2455	      0	      1	  0.0000	 25.0000
           	 2458	      0	      1	  0.0000	 25.0000
           	 2461	      0	      1	  0.0000	 25.0000
           	 2464	      0	      1	  0.0000	 25.0000
           	 2467	      0	      1	  0.0000	 25.0000
           	 2470	      0	      1	  0.0000	 25.0000
           	 2473	      0	      1	  0.0000	 25.0000
           	 2476	      0	      1	  0.0000	 25.0000
           	 2479	      0	      1	  0.0000	 25.0000
           	 2482	      0	      1	  0.0000	 25.0000
           	 2485	      0	      1	  0.0000	 25.0000
           	 2488	      0	      1	  0.0000	 25.0000
           	 2491	      0	      1	  0.0000	 25.0000
           	 2494	      0	      1	  0.0000	 25.0000
           	 2497	      0	      1	  0.0000	 25.0000
           	 2500	      0	      1	  0.0000	 25.0000
           	 2503	      0	      1	  0.0000	 25.0000
           	 2506	      0	      1	  0.0000	 25.0000
           	 2509	      0	      1	  0.0000	 25.0000
           	 2512	      0	      1	  0.0000	 25.0000
           	 2515	      0	      1	  0.0000	 25.0000
           	 2518	      0	      1	  0.0000	 25.0000
           	 2521	      0	      1	  0.0000	 25.0000
           	 2524	      0	      1	  0.0000	 25.0000
           	 2527	      0	      1	  0.0000	 25.0000
           	 2530	      0	      1	  0.0000	 25.0000
           	 2533	      0	      1	  0.0000	 25.0000
           	 2536	      0	      1	  0.0000	 25.0000
           	 2539	      0	      1	  0.0000	 25.0000
           	 2542	      0	      1	  0.0000	 25.0000
           	 2545	      0	      1	  0.0000	 25.0000
           	 2548	      0	      1	  0.0000	 25.0000
           	 2551	      0	      1	  0.0000	 25.0000
           	 2554	      0	      1	  0.0000	 25.0000
           	 2557	      0	      1	  0.0000	 25.0000
           	 2560	      0	      1	  0.0000	 25.0000
           	 2563	      0	      1	  0.0000	 25.0000
           	 2566	      0	      1	  0.0000	 25.0000
           	 2569	      0	      1	  0.0000	 25.0000
           	 2572	      0	      1	  0.0000	 25.0000
           	 2575	      0	      1	  0.0000	 25.0000
           	 2578	      0	      1	  0.0000	 25.0000
           	 2581	      0	      1	  0.0000	 25.0000
           	 2584	      0	      1	  0.0000	 25.0000
           	 2587	      0	      1	  0.0000	 25.0000
           	 2590	      0	      1	  0.0000	 25.0000
           	 2593	      0	      1	  0.0000	 25.0000
           	 2596	      0	      1	  0.0000	 25.0000
           	 2599	      0	      1	  0.0000	 25.0000
           	 2602	      0	      1	  0.0000	 25.0000
           	 2605	      0	      1	  0.0000	 25.0000
           	 2608	      0	      1	  0.0000	 25.0000
           	 2611	      0	      1	  0.0000	 25.0000
           	 2614	      0	      1	  0.0000	 25.0000
           	 2617	      0	      1	  0.0000	 25.0000
           	 2620	      0	      1	  0.0000	 25.0000
           	 2623	      0	      1	  0.0000	 25.0000
           	 2626	      0	      1	  0.0000	 25.0000
           	 2629	      0	      1	  0.0000	 25.0000
           	 2632	      0	      1	  0.0000	 25.0000
           	 2635	      0	      1	  0.0000	 25.0000
           	 2638	      0	      1	  0.0000	 25.0000
           	 2641	      0	      1	  0.0000	 25.0000
           	 2644	      0	      1	  0.0000	 25.0000
           	 2647	      0	      1	  0.0000	 25.0000
           	 2650	      0	      1	  0.0000	 25.0000
           	 2653	      0	      1	  0.0000	 25.0000
           	 2656	      0	      1	  0.0000	 25.0000
           	 2659	      0	      1	  0.0000	 25.0000
           	 2662	      0	      1	  0.0000	 25.0000
           	 2665	      0	      1	  0.0000	 25.0000
           	 2668	      0	      1	  0.0000	 25.0000
           	 2671	      0	      1	  0.0000	 25.0000
           	 2674	      0	      1	  0.0000	 25.0000
           	 2677	      1	      2	 25.0000	 50.0000
           	 2680	      0	      2	  0.0000	 50.0000
           	 2683	      0	      2	  0.0000	 50.0000
           	 2686	      0	      2	  0.0000	 50.0000
           	 2689	      0	      2	  0.0000	 50.0000
           	 2692	      0	      2	  0.0000	 50.0000
           	 2695	      0	      2	  0.0000	 50.0000
           	 2698	      0	      2	  0.0000	 50.0000
           	 2701	      0	      2	  0.0000	 50.0000
           	 2704	      0	      2	  0.0000	 50.0000
           	 2707	      0	      2	  0.0000	 50.0000
           	 2710	      0	      2	  0.0000	 50.0000
           	 2713	      0	      2	  0.0000	 50.0000
           	 2716	      0	      2	  0.0000	 50.0000
           	 2719	      0	      2	  0.0000	 50.0000
           	 2722	      0	      2	  0.0000	 50.0000
           	 2725	      0	      2	  0.0000	 50.0000
           	 2728	      0	      2	  0.0000	 50.0000
           	 2731	      0	      2	  0.0000	 50.0000
           	 2734	      0	      2	  0.0000	 50.0000
           	 2737	      0	      2	  0.0000	 50.0000
           	 2740	      0	      2	  0.0000	 50.0000
           	 2743	      0	      2	  0.0000	 50.0000
           	 2746	      0	      2	  0.0000	 50.0000
           	 2749	      0	      2	  0.0000	 50.0000
           	 2752	      1	      3	 25.0000	 75.0000
           	 2755	      0	      3	  0.0000	 75.0000
           	 2758	      0	      3	  0.0000	 75.0000
           	 2761	      0	      3	  0.0000	 75.0000
           	 2764	      0	      3	  0.0000	 75.0000
           	 2767	      0	      3	  0.0000	 75.0000
           	 2770	      0	      3	  0.0000	 75.0000
           	 2773	      0	      3	  0.0000	 75.0000
           	 2776	      0	      3	  0.0000	 75.0000
           	 2779	      0	      3	  0.0000	 75.0000
           	 2782	      0	      3	  0.0000	 75.0000
           	 2785	      0	      3	  0.0000	 75.0000
           	 2788	      0	      3	  0.0000	 75.0000
           	 2791	      0	      3	  0.0000	 75.0000
           	 2794	      0	      3	  0.0000	 75.0000
           	 2797	      0	      3	  0.0000	 75.0000
           	 2800	      0	      3	  0.0000	 75.0000
           	 2803	      0	      3	  0.0000	 75.0000
           	 2806	      0	      3	  0.0000	 75.0000
           	 2809	      0	      3	  0.0000	 75.0000
           	 2812	      0	      3	  0.0000	 75.0000
           	 2815	      0	      3	  0.0000	 75.0000
           	 2818	      0	      3	  0.0000	 75.0000
           	 2821	      0	      3	  0.0000	 75.0000
           	 2824	      0	      3	  0.0000	 75.0000
           	 2827	      0	      3	  0.0000	 75.0000
           	 2830	      0	      3	  0.0000	 75.0000
           	 2833	      0	      3	  0.0000	 75.0000
           	 2836	      0	      3	  0.0000	 75.0000
           	 2839	      0	      3	  0.0000	 75.0000
           	 2842	      0	      3	  0.0000	 75.0000
           	 2845	      0	      3	  0.0000	 75.0000
           	 2848	      0	      3	  0.0000	 75.0000
           	 2851	      0	      3	  0.0000	 75.0000
           	 2854	      0	      3	  0.0000	 75.0000
           	 2857	      0	      3	  0.0000	 75.0000
           	 2860	      0	      3	  0.0000	 75.0000
           	 2863	      0	      3	  0.0000	 75.0000
           	 2866	      0	      3	  0.0000	 75.0000
           	 2869	      0	      3	  0.0000	 75.0000
           	 2872	      0	      3	  0.0000	 75.0000
           	 2875	      0	      3	  0.0000	 75.0000
           	 2878	      0	      3	  0.0000	 75.0000
           	 2881	      0	      3	  0.0000	 75.0000
           	 2884	      0	      3	  0.0000	 75.0000
           	 2887	      0	      3	  0.0000	 75.0000
           	 2890	      0	      3	  0.0000	 75.0000
           	 2893	      0	      3	  0.0000	 75.0000
           	 2896	      0	      3	  0.0000	 75.0000
           	 2899	      0	      3	  0.0000	 75.0000
           	 2902	      0	      3	  0.0000	 75.0000
           	 2905	      0	      3	  0.0000	 75.0000
           	 2908	      0	      3	  0.0000	 75.0000
           	 2911	      0	      3	  0.0000	 75.0000
           	 2914	      0	      3	  0.0000	 75.0000
           	 2917	      0	      3	  0.0000	 75.0000
           	 2920	      0	      3	  0.0000	 75.0000
           	 2923	      0	      3	  0.0000	 75.0000
           	 2926	      0	      3	  0.0000	 75.0000
           	 2929	      0	      3	  0.0000	 75.0000
           	 2932	      0	      3	  0.0000	 75.0000
           	 2935	      0	      3	  0.0000	 75.0000
